movie,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Spanking the Monkey (1994),-0.14577289,0.09678401,-0.15872069,-0.045025703,0.24579906,-0.16852856,-0.0823097,0.13064596,-0.070825584,0.0015895257,0.10475724,-0.08229718,0.0825384,0.07561763,0.18131971,0.04209164,0.04103416,-0.095350824,0.007260142,0.0436606,0.0988039,0.08116784,-0.0024278706,-0.08872781,0.043592475,-0.03460259,-0.11964406,0.17471401,0.03202597,-0.07663537,0.13767809,0.18288116,0.1888739,0.13828485,-0.27448025,0.16198815,0.019851146,0.018000513,0.13904943,0.20173317
Living in Oblivion (1995),-0.16810417,0.12684433,-0.13174592,0.22749364,0.13403273,-0.064113855,-0.15907864,-0.15842213,-0.18343766,0.098490305,0.19416226,0.062255993,-0.073040955,-0.015203921,0.070497885,0.19861583,0.073917694,-0.10910397,0.019382779,-0.0011175055,-0.25381485,0.1457155,-0.121086694,-0.23208073,-0.0776086,-0.056391094,-0.03213057,0.0882751,0.18102,-0.06640942,0.169027,0.16499355,0.027521947,0.16010119,0.00022473736,0.05494576,0.0095871575,0.15005438,0.21202585,-0.047995735
Wishmaster (1997),0.15794043,-0.1887207,0.23917319,0.0092167845,-0.15033336,-0.0046045603,-0.111234784,0.095655516,0.12382646,-0.09371817,-0.09042776,-0.07037349,0.012207684,0.0034438714,-0.31164053,-0.20929736,-0.02952755,-0.011271065,0.09737535,0.020726383,-0.10315744,0.062384658,0.1415212,0.19127993,0.022249648,-0.19442657,0.04599058,0.09783535,0.08318085,0.033726215,0.018480439,-0.14870328,-0.15284956,0.17417468,-0.12118269,-0.08300668,0.014077861,0.006711504,-0.30187836,-0.25734794
"Quest, The (1996)",0.110907,-0.1266116,0.15979756,-0.1518657,-0.046943434,0.085872166,0.096020214,0.11789574,0.2344738,-0.15057889,0.13304333,0.2054499,-0.008781663,-0.18991044,-0.29527733,-0.20643246,0.038162574,0.019682454,0.23456521,0.18493553,-0.0693373,0.05011661,-0.007828019,0.03481263,0.15198864,-0.00744362,0.17944416,0.13806789,-0.1990934,-0.0064457385,-0.09419175,-0.20206344,-0.20213786,0.038630493,0.04312888,-0.012394698,0.12146405,-0.08651568,-0.051743425,0.012602392
Tales from the Hood (1995),0.007352759,-0.13603872,0.1506566,0.04684373,-0.052949205,-0.10772514,-0.00044042614,-0.057759333,0.071779616,-0.120981626,-0.025835885,0.075631365,0.081412286,-0.11697032,-0.114810124,-0.06891275,0.095849834,-0.16912596,0.040244367,0.2761799,-0.016024519,-0.027334899,0.28745058,0.13300417,0.013328303,-0.08030208,0.09031527,-0.07382264,-0.0724212,-0.042050876,0.054261547,-0.15147908,0.08876838,-0.18200892,-0.16755833,-0.040814146,0.043656006,-0.103971474,0.0068800044,-0.06382104
Free Willy 3: The Rescue (1997),0.10474745,-0.19077037,0.30355388,0.067703664,-0.05453969,-0.1312834,0.051090058,0.11572592,0.2614017,-0.20194533,0.0626722,0.11984091,0.10022271,-0.20725968,-0.38945195,-0.104416765,0.23694363,0.016996682,0.19020951,0.1785269,-0.11582652,0.07563669,0.1063402,0.20009226,0.1419467,-0.22065322,0.030400041,-0.1911031,0.037546095,-0.171108,-0.18828699,-0.099733606,-0.18566029,-0.040784363,-0.08720618,0.10426778,0.12153047,-0.1942028,-0.15226685,-0.31800333
Paris Is Burning (1990),-0.021912562,0.04865628,-0.112367995,0.20504133,0.1166117,0.036107678,-0.08530544,-0.07755763,-0.11869417,-0.017379187,0.047959447,0.08698418,-0.25358954,0.10362379,0.10030367,0.27696276,-0.09760946,0.14987879,-0.09456918,0.032206267,-0.124826714,-0.12186601,-0.048629932,-0.119381994,-0.1253483,0.096256025,-0.1393683,0.18713114,0.0391672,0.16381225,0.03862586,0.15536135,0.18543282,0.2761615,0.060313787,0.04263931,-0.18316749,0.20729867,0.052129008,0.065439895
Vanya on 42nd Street (1994),-0.08507294,0.011485844,0.021266015,0.031646617,-0.014613232,-0.008367467,-0.14041056,-0.0985968,-0.14437763,-0.019711798,0.3245741,0.048746318,-0.12156871,0.14219359,0.021546064,0.096972,-0.021202803,0.27146685,0.17032684,-0.024744056,-0.08724332,0.032573745,-0.12360327,-0.11694869,0.050117947,0.1402479,-0.18174951,0.015347655,-0.01804512,0.1418541,0.10908113,0.008307649,-0.15051429,0.10864198,0.25462124,-0.16811989,-0.09037119,0.1095637,-0.075948894,0.12468874
Made in America (1993),0.05787896,0.0007170662,0.09787259,-0.051957846,-0.0954777,0.056096397,0.05700723,0.05295958,0.10661873,0.005731741,0.060697664,0.09028298,0.07284179,-0.15284905,-0.045724485,-0.07965847,0.120643705,-0.08658481,0.08403671,-0.0053031174,-0.06383639,0.08729154,0.068141975,0.038330644,0.13303275,0.036008354,0.08211639,-0.0057711136,-0.038778026,0.18250209,-0.13178039,0.0004124469,-0.22720017,0.108833216,-0.11409221,-0.05170079,-0.0027138484,0.015510738,-0.053242836,0.0848608
Manhattan Murder Mystery (1993),-0.08616729,0.025819523,-0.0075077415,-0.15583305,0.14819425,-0.079762846,0.05679642,0.036123935,0.03435765,0.10883029,-0.022176987,-0.16479903,-0.16643688,0.21971093,0.04730756,0.11203623,-0.23430096,0.18711682,-0.21830352,-0.16903685,-0.057393394,-0.049459152,0.010892161,-0.035026506,-0.2740215,0.13181672,-0.06890092,0.0062897704,0.11744639,0.1947763,0.01935217,0.14741337,0.18639089,0.08770309,0.024965199,-0.2700056,-0.2027168,-0.003409222,-0.0021545729,0.32120806
Great Expectations (1998),-0.25104195,0.059689384,-0.11230576,0.17832689,-0.038549528,0.098133594,-0.06977234,0.05475862,-0.034594197,0.0019833301,-0.25281796,-0.022886511,-0.118019424,-0.08630631,0.009552773,0.0274611,-0.054379836,-0.042053267,-0.23289485,-0.07583542,-0.13515455,-0.23240939,0.06749078,0.117687784,-0.21796459,0.13795143,-0.03509278,-0.058972895,0.13684727,0.017762681,-0.05258902,-0.037088674,0.29085395,-0.109679915,0.06375909,-0.1087224,-0.013128266,0.1131295,-0.06943214,0.09720583
Exotica (1994),-0.19600797,0.08674679,-0.08846887,0.0008993451,0.3332313,0.12473853,-0.08468606,-0.118071035,-0.3197405,0.17141989,0.2362107,0.18941711,-0.12037257,0.13512315,0.044617172,0.10842019,0.1087405,-0.043463442,0.17196362,0.13815099,-0.05228704,0.14306028,-0.12209368,-0.26618326,0.23615672,0.12581189,-0.048380665,0.20017013,0.15038267,-0.011035879,0.17632414,0.083911575,0.029123668,0.13998754,0.055543426,-0.06426074,-0.0757003,0.1808762,0.13877122,0.014589664
Love! Valour! Compassion! (1997),0.073010154,-0.019658517,0.025990097,0.19226903,-0.1576961,0.05597374,-0.054478552,-0.12688151,-0.11656554,-0.010325482,0.035122305,0.11737204,0.038106374,0.04935592,0.07145169,0.09536838,-0.10511611,0.20486943,-0.0418759,0.089773394,-0.07153162,-0.15658912,-0.10597592,0.076038554,0.16725028,-0.015695961,-0.12958457,0.18599097,-0.03682311,0.0451843,0.1352306,0.13330318,-0.01250409,0.27095917,0.1879753,-0.08575519,-0.07256227,0.0850132,-0.18358204,-0.14013086
Aladdin and the King of Thieves (1996),-0.058337174,0.06361267,0.05705636,-0.059921835,-0.21188512,0.08440998,0.033962883,-0.07447625,0.05367797,-0.04897844,0.011361807,-0.069766685,-0.108572744,-0.119560644,-0.15218699,0.047089532,0.008894382,0.01710433,0.06960436,-0.057039637,-0.04420051,0.098467015,0.0014297953,-0.004063913,0.035354204,-0.006808924,0.08823803,0.03348669,-0.13368751,-0.05225566,0.08217445,0.009353201,-0.08845513,0.09780236,0.05504778,-0.06924787,0.017406458,-0.026513964,0.16042456,-0.06205775
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),-0.13345656,0.15569144,-0.1331219,0.18543142,0.1741726,0.0908405,-0.10766909,-0.165593,-0.12850176,0.19236387,-0.08153588,-0.20996033,0.06134315,0.022250652,0.13321732,0.120638154,-0.0927712,0.16689108,-0.18109323,0.04973103,-0.20487235,-0.059921343,-0.1275279,-0.118134044,0.024518382,0.2213636,-0.13037504,0.24653323,0.19076933,0.18989785,0.12881827,0.16978806,-0.027473798,0.2653778,0.12809354,-0.07761789,-0.20242177,0.18031952,0.05235773,-0.011860186
Ninotchka (1939),-0.22957999,0.11819462,0.042563915,0.27859724,-0.04133912,0.049964402,-0.12396096,-0.18740831,-0.061435,0.15461107,0.012537852,-0.020282554,-0.09973075,0.06129194,0.04090208,0.06818048,-0.05301443,0.17880227,-0.067029454,-0.1265408,-0.16953586,-0.22853756,-0.14193028,-0.084820025,-0.17528044,0.0003942748,-0.12167086,0.052576244,0.22019283,0.16682614,0.12861669,0.18889314,0.28084543,0.038214896,0.08665065,-0.11604815,-0.1139756,0.14027782,-0.046459265,0.10946486
"Affair to Remember, An (1957)",-0.033291217,0.124086134,0.0060834456,0.18558624,-0.15543109,0.1316168,0.069835946,-0.014329846,-0.038133077,0.15795934,-0.19499145,-0.18042226,-0.18469566,0.013971963,0.098941304,0.1609426,-0.23664746,0.2677469,-0.17781724,-0.28759745,-0.33280933,-0.35079262,0.07594933,0.14315197,-0.45630127,0.13802561,-0.059340086,0.002993657,0.1487754,0.18576215,-0.024537878,0.14263672,0.19062647,0.20346053,0.20587239,-0.10858127,-0.20105635,0.09715884,-0.2668412,0.21914251
Ghost in the Shell (Kokaku kidotai) (1995),-0.23992643,0.072682746,-0.17376354,0.13797021,0.21025276,-0.027761107,-0.29356363,-0.04338017,0.059160158,0.11574002,0.061573464,0.0007050712,-0.10631086,0.31004924,0.14354533,0.19538705,0.014009613,0.19850568,-0.16124879,0.08183555,-0.1676877,-0.0305413,0.07657464,0.0011049669,-0.1542629,0.1961324,-0.21948995,0.010984507,0.22775066,0.14724852,0.017792987,0.12062754,-0.16957799,0.081839934,0.15774226,0.04974813,-0.15950537,0.33923146,0.25662774,0.0027900578
Something to Talk About (1995),0.11522663,-0.025408657,0.017022416,-0.09183303,-0.17248444,0.11191569,0.06581175,0.11709583,-0.06306365,-0.085733205,0.10217879,0.024513396,0.07300598,-0.121183924,-0.09772113,0.062490694,0.093520805,0.105129845,0.060451675,-0.10549406,-0.104795,0.012251294,0.20694989,0.15979117,-0.020111762,-0.034243196,0.040449865,0.008243657,0.04031502,-0.10611158,-0.029902443,-0.2581795,0.03236116,0.17607743,0.031795572,0.06457428,0.034272254,-0.024050517,-0.2007532,0.11655082
Walkabout (1971),-0.143016,0.17501521,-0.023391154,0.13538365,0.1558686,0.03196852,-0.21221046,-0.16267033,-0.13248351,0.1764985,0.13851136,-0.028590957,-0.091605075,0.10033172,0.15497877,0.2072087,-0.13884702,0.073046364,-0.22225343,0.07434276,-0.221907,0.10169554,-0.027941449,-0.059730995,-0.12103615,0.045185674,-0.1722651,0.24711917,0.1779944,0.10347115,0.15637518,0.046830565,0.24404018,0.06511787,0.11331548,-0.118864715,-0.11368736,0.13987438,0.19927916,0.10938289
Spice World (1997),-0.14265962,0.028446976,0.075493045,-0.10234757,0.14843097,-0.11620407,0.005418624,0.31495488,0.09363951,-0.08463228,0.19672239,0.06979398,-0.0736693,-0.01983072,-0.022391068,-0.106294416,0.19572467,-0.33293703,0.12543619,0.14205842,0.10931115,0.22852965,0.10583675,-0.09165101,-0.00622754,-0.29360798,-0.047167126,-0.1778158,0.03390105,-0.043705624,0.0067940913,-0.017683905,-0.10497191,0.06266116,-0.13950773,0.21341644,-0.014105103,0.0016649195,-0.15230119,-0.17803092
"Pillow Book, The (1995)",-0.12149384,-0.031510305,-0.11417527,0.041225687,0.28638119,-0.08961141,-0.17847924,-0.15525946,-0.054768432,0.14109926,0.15277605,0.012880323,0.046500213,0.3119104,0.21246526,0.1936876,-0.12319416,0.061590243,-0.17919758,0.1652409,-0.023054063,-0.11552595,-0.18743782,-0.173102,0.11038764,0.1387471,-0.01939499,0.17040731,0.05758578,-0.00025501152,0.1589389,0.15462491,0.1878809,0.11503335,-0.028054174,0.0514429,-0.07866721,0.12875019,0.12364261,0.019375697
Before and After (1996),-0.11284779,-0.1707852,-0.043464847,0.07491204,0.26216966,0.005139724,-0.013219595,0.10620605,-0.051930174,0.0827414,-0.13182741,0.022679266,0.054955292,0.21933293,-0.13648643,-0.12062172,-0.11186396,0.03320537,-0.06379051,0.105464235,0.09869328,-0.013525656,0.020638628,0.15335004,-0.049273264,0.06887136,0.033173855,0.10590274,0.035339054,-0.0108163925,-0.065831184,-0.008983092,0.14944655,0.046740916,-0.023359938,-0.14168426,-0.03448407,0.025557857,-0.09093535,0.19191235
Super Mario Bros. (1993),0.17089146,-0.13338532,0.07535402,-0.0055144834,-0.057583347,-0.07945632,0.032034665,0.028131977,0.15130731,-0.13807431,0.025906574,0.056999847,0.028375149,-0.16960174,-0.14708273,-0.130171,0.08345927,-0.08916241,0.25499368,0.13713326,0.04540101,-0.032180287,0.23630819,0.16468966,0.12572932,-0.11741547,0.08376536,-0.28627157,-0.16938236,-0.027101701,-0.05983686,-0.22035639,-0.16242808,0.068808705,-0.0875158,0.014196364,0.010839785,-0.035620727,-0.066111065,-0.1454093
In the Mouth of Madness (1995),-0.08387611,-0.14256035,-0.010239103,-0.020313172,0.02039507,-0.14081138,0.03077241,0.007554817,-0.10197391,-0.030292602,-0.0799132,-0.029782157,0.021769132,0.13918573,-0.05289291,-0.015859708,0.21223499,-0.1767617,-0.10273904,0.2091134,-0.06972362,-0.20574214,0.065469004,0.036043197,0.05071984,-0.013792338,0.06679641,0.045224052,-0.09999196,-0.10768748,-0.0007472529,0.0039165537,0.14923118,-0.062475212,0.08759127,0.20325336,-0.039040975,-0.091178164,-0.09169626,0.043914177
Friday (1995),-0.04490514,0.012873991,0.0627366,-0.096769646,0.012617591,0.05876479,0.091372006,-0.012719733,0.05346276,0.09960415,-0.00046279005,-0.08923243,-0.099312104,0.07723083,0.14105433,0.13770889,-0.053861473,0.07029752,-0.11104934,0.022097351,-0.010549906,-0.0054456023,-0.07826412,-0.050287113,-0.0026465869,0.04451204,-0.17269649,-0.16809483,0.14915292,0.12735672,-0.17775995,0.18460917,-0.06325407,-0.014501436,0.16381666,-0.011180159,-0.074854404,0.043443292,0.09711512,0.059270516
House Arrest (1996),0.19800295,-0.003924275,0.1316937,-0.026959067,-0.050743766,0.009628294,0.06745822,0.007819964,0.29033142,-0.099323265,-0.1254058,-0.10917444,0.019776342,0.114024214,-0.1594888,-0.1833503,0.13515463,-0.005834946,0.15691553,0.025600854,-0.07500397,0.012337233,-0.07729147,0.100762635,-0.0059441864,-0.10184896,0.020015094,-0.07853223,-0.011566061,0.014586984,-0.17766365,0.036306698,-0.18948548,-0.04573593,-0.12146795,0.046371903,0.10168396,-0.16870499,-0.04291084,0.036508404
Dracula: Dead and Loving It (1995),0.17232352,-0.16915408,0.19295481,-0.20618947,-0.018678974,-0.09200156,0.07111267,0.04345991,-0.08021014,-0.12624997,0.29760513,0.23474538,0.06075357,-0.04529773,-0.16227917,0.07129208,-0.122551836,0.035855427,0.22028129,0.14329281,-0.0020552964,0.0005670037,0.044727255,-0.069508255,0.17639802,-0.2363592,0.15040332,-0.010578642,-0.24470402,-0.22534613,-0.028159378,-0.24488273,-0.27452293,-0.011106657,0.06440416,-0.034346342,0.115851596,-0.14568615,0.0115774255,-0.1709676
Two if by Sea (1996),-0.03997901,-0.3230476,0.19648801,-0.16181739,-0.045096535,-0.003249309,0.110474326,0.09332782,0.17431778,-0.07286363,-0.079467684,-0.015526773,0.006420044,0.015288,-0.17897075,-0.2304452,0.06372785,0.02782605,0.047233976,0.06441579,-0.07051171,0.015677078,0.2091881,0.16668794,-0.035014708,-0.104887635,0.23325263,-0.00010666837,-0.04755717,-0.14089815,-0.05224788,-0.20330231,-0.057639766,0.16430782,-0.0895959,0.06610759,0.008048472,-0.049723502,-0.12786767,-0.06530174
"Smile Like Yours, A (1997)",0.035303548,-0.18883699,0.034700215,-0.19398306,-0.1502939,0.005356557,-0.09621187,-0.030846236,0.12734476,-0.060046796,-0.0005249875,0.048123404,0.039964896,0.095868,-0.14990091,-0.046009187,-0.06773371,0.19920772,0.049253304,0.11802872,-0.20114736,0.006469849,0.01176043,0.16910562,0.05026836,0.056898754,0.029890178,0.06609467,0.12368548,0.06624878,-0.026086686,0.120322265,-0.016522491,0.0625609,-0.043559313,-0.0040181903,0.05737654,0.074818745,0.12522024,0.10576489
Judgment Night (1993),0.034888964,-0.041915774,-0.043931548,-0.08348298,0.2318569,-0.11065829,-0.027000006,0.049577937,0.11132946,-0.041536536,-0.09369066,-0.0007238616,-0.08795082,-0.02790732,-0.14586559,0.011308491,0.10057417,-0.08656266,0.052735016,0.058224913,0.03372479,-0.010398137,0.065251015,0.062519856,0.007871918,0.08353324,0.023425078,-0.15941842,-0.03872965,0.10986353,0.1611666,0.03512649,-0.076169826,0.012699538,0.030423831,-0.034205977,-0.049814522,0.16187423,0.081342466,0.08752484
Naked (1993),-0.22210076,0.03909947,-0.027674874,0.13615392,0.21524915,0.07132046,-0.23110165,-0.09228313,-0.2146328,-0.053367194,0.13415855,0.009355575,-0.08211125,0.026308551,-0.0026678834,0.24943866,0.16875209,0.033667855,0.02054215,0.055491928,0.025775254,0.22690558,-0.10194992,-0.115604945,-0.0010090718,0.1362652,-0.09642189,0.012410355,0.07959331,0.025356838,0.20040308,0.07900038,0.15497331,0.20955418,0.021181308,-0.05655437,-0.09463492,0.1300572,0.17812411,0.03834841
Meet John Doe (1941),0.08038109,0.17788519,-0.1789063,0.056297727,0.2631879,0.19958739,-0.08276567,-0.18307994,-0.2093972,0.22574294,-0.17060165,-0.3147508,-0.10735637,0.30463746,0.27768537,0.23527761,-0.22609758,0.10790665,-0.12290279,-0.16779049,-0.03849358,-0.35930878,-0.14592148,0.017095994,0.035515804,0.27206796,-0.22920689,0.19823697,0.21523897,0.17858483,0.07807573,0.18992108,0.25266266,0.21273212,0.20430198,-0.17698368,-0.22481565,0.16959973,-0.18359253,0.2727856
Keys to Tulsa (1997),-0.028781068,-0.08611252,0.14144894,-0.07412543,-0.002014883,-0.24568179,-0.11907859,-0.1520194,0.06223046,-0.04962459,0.09265122,0.063718654,0.11115547,-0.15900959,-0.1319347,-0.0046134726,0.1135667,-0.19217703,0.18036374,0.19204226,0.28506756,0.22674736,-0.1501217,-0.12892815,0.21985207,-0.104161724,0.11274253,-0.040506672,-0.03280949,-0.13067415,0.1530176,-0.1088465,-0.07751529,-0.07780132,-0.16755523,0.03230068,0.19257881,-0.04747873,0.07058479,-0.06205115
"Portrait of a Lady, The (1996)",-0.0931559,-0.17627253,0.10834466,-0.044003997,-0.05207517,-0.07165066,-0.0143819,0.08444415,-0.118030004,-0.051257968,-0.09839001,0.19095398,0.08296569,-0.03030932,0.07088869,-0.050268978,0.190127,-0.04023293,-0.12780309,0.19710295,0.07203678,-0.13449551,0.06628262,0.11682119,0.017533109,0.078258984,-0.076756604,-0.018156288,0.060080875,-0.022323152,-0.010666366,-0.118300736,0.10018237,0.09151437,-0.062128976,0.019522833,-0.15381788,-0.03923836,0.003330953,-0.048166756
Fearless (1993),-0.17498587,-0.04303474,-0.027353927,-0.029465592,0.073131405,-0.111072555,-0.16435114,-0.015225405,-0.16252658,-0.00019088518,0.11729153,0.08598524,0.077886686,0.017849136,-0.05739815,-0.070393756,-0.060090233,0.13284452,-0.099271104,0.075402915,-0.1222991,0.21752846,-0.100545555,-0.15582718,-0.006969254,0.14388295,-0.21914488,-0.12062484,0.1705623,0.08368226,0.15502326,0.07607831,0.087169476,0.02185179,0.12937233,-0.20926706,0.018763253,0.05111557,-0.0033446283,0.102682374
"Apple Dumpling Gang, The (1975)",0.18190624,0.008418418,0.022911353,0.18546784,-0.16757001,-0.07774864,-0.107127175,0.09231755,-0.09428699,-0.122497685,-0.1145601,0.03952739,0.17815687,-0.0941174,-0.10599428,-0.07811902,0.08403752,-0.0031366916,0.03450678,-0.059895393,-0.10690258,-0.015434072,0.16522431,0.10499867,-0.15202609,-0.004807648,-0.027025351,-0.12487938,0.027413886,0.033693433,0.000822979,-0.020274032,0.12077276,0.029725444,-0.086815335,0.046654776,0.00877138,-0.020408822,-0.062066063,-0.06466605
Girl 6 (1996),-0.029402768,-0.13631167,0.10696259,-0.039428324,-0.0037359146,-0.005593364,-0.11177863,-0.053313058,0.098517746,0.11302967,0.008840139,0.10823129,-0.058192126,0.0463027,-0.05154482,0.029441908,-0.06248438,0.096987925,0.083220705,0.06920932,-0.20594391,-0.026187636,0.022466544,-0.009347062,0.20433518,0.031198317,0.07169038,-0.0032481162,-0.056301795,0.11423755,0.026246035,-0.10114324,-0.10894184,0.23251417,-0.19110139,-0.08146628,0.005752898,0.07344445,0.18868747,-0.060545065
"Relic, The (1997)",-0.04111334,-0.1093982,-0.09086781,-0.16118263,-0.057035018,0.06690751,0.21677564,0.30903292,0.04630975,-0.12484212,-0.14885719,-0.0059225783,0.017818296,0.006163066,-0.064185955,-0.10081202,0.1835973,-0.24784556,0.057270773,0.049848594,-0.035298437,-0.08162004,0.2176785,0.14786644,-0.04938495,-0.04027601,0.0693684,0.09398783,-0.16291362,-0.036834788,-0.16445361,-0.17274354,0.20845158,0.110405855,-0.13978949,0.21034092,0.05150902,-0.040137094,-0.21611913,0.06201283
Halloween: The Curse of Michael Myers (1995),-0.09497124,-0.06778437,0.027211644,0.20251976,-0.09681542,-0.2650575,0.10649572,0.11525352,0.0425268,-0.020729613,-0.19185375,0.0035700349,-0.052447084,-0.16055682,-0.0027754898,-0.026666872,0.07798969,-0.18249296,-0.110211134,0.19297253,0.051659863,-0.091446705,0.22629029,0.16101637,-0.09267042,-0.14355876,0.10890807,-0.29037973,-0.15060565,-0.22792102,-0.27269992,-0.03939104,0.21369132,-0.2574475,-0.022210384,0.3790778,-0.004178306,-0.17354476,-0.23520023,-0.11333035
Fools Rush In (1997),0.013247847,-0.0406442,-0.05982064,-0.06383245,0.039133288,0.17408778,0.100633964,0.09989171,0.05018905,-0.0058047846,-0.16187738,-0.114717305,0.0893441,0.19836472,0.08169421,0.00804821,-0.16791509,0.081436984,-0.13122946,-0.06724976,-0.08012697,-0.06892469,0.1405629,0.22379324,-0.09522254,0.117527574,0.008121855,0.14006501,0.104932055,-0.04515199,-0.16671953,-0.022283643,0.09246677,-0.03472779,-0.03619677,-0.087165624,-0.030690873,0.04701921,-0.06972593,0.04692524
"Queen Margot (Reine Margot, La) (1994)",-0.07604493,0.094591156,-0.095510066,0.11150705,0.15975529,0.050631974,-0.24972847,-0.14495374,-0.19820827,0.08575429,0.12340786,0.023418728,-0.10450451,0.19860712,0.14991984,0.16931507,-0.19306286,0.083908066,-0.25367728,-0.05887998,0.09757132,-0.14160414,-0.10218548,-0.18025751,-0.08339375,0.19387703,-0.11689495,0.08273017,0.13857909,0.02521937,0.05774877,0.09441935,0.13618293,0.09778067,0.0614757,-0.10435901,-0.09353831,0.105770014,0.14940813,0.12932265
Now and Then (1995),0.007940145,-0.0094665885,-0.012285602,0.08445394,-0.01834119,0.054670483,0.09054767,0.13727695,0.015789527,0.015835388,-0.09179729,-0.017802333,-0.059816077,0.1449797,0.09260781,-0.119899146,-0.16370621,0.09148253,-0.19699241,-0.054358836,-0.025317688,-0.13054284,0.19129512,0.21291971,-0.20215501,0.16350791,0.04516871,0.12477104,0.08659448,0.1042044,-0.087249674,-0.007265557,0.105784416,0.040594593,0.05006484,-0.076972514,-0.13041681,0.0051071686,-0.11926115,0.1682298
Lord of Illusions (1995),0.047473785,-0.10442384,0.07437113,-0.032677386,-0.001934112,0.029578386,0.008984441,-0.07294312,0.08782607,-0.040027395,-0.07262326,0.13391446,0.043741513,0.08909733,-0.16249585,-0.04010256,0.16510376,0.034145094,-0.097478844,0.051331524,-0.1754424,-0.18588619,0.022395892,0.07288026,-0.32958743,0.020922383,0.08421475,0.115898475,-0.04935846,0.040378645,-0.057333283,-0.056191962,0.19478303,-0.039491747,0.096307546,-0.06274205,-0.03591561,-0.068619646,-0.054943074,0.024872802
Microcosmos: Le peuple de l'herbe (1996),-0.19408019,0.13475327,-0.10212514,0.14087656,0.039741915,0.27715746,-0.0039458093,-0.11327295,-0.041868363,0.078355074,0.04408113,-0.036962107,-0.1355831,0.035545915,0.16138545,0.09016075,-0.0081159845,0.09453188,0.03210569,-0.1503491,0.14387882,-0.041577052,-0.030855425,-0.105696805,-0.05327619,0.06522395,-0.10753656,-0.094284385,0.0876071,0.13842551,0.072526984,0.10790505,0.022626108,0.12333505,0.01604352,-0.1676524,-0.14254673,0.036226057,0.21866305,0.1370741
"House of the Spirits, The (1993)",-0.12752832,0.08516412,-0.027006382,0.038762733,-0.015676038,0.08644487,-0.020912685,0.051107764,0.10423926,-0.028362777,0.06410554,0.062629536,0.03196304,-0.071799666,-0.07171574,0.04456998,-0.005736009,0.0014176837,-0.054773062,0.07301339,-0.047176793,0.005083861,0.15973014,-0.012501593,0.059772886,-0.07500154,0.008569681,-0.037985258,-0.07559248,0.03226055,0.02841077,-0.08168695,-0.057214234,0.06651442,-0.06097565,-0.058145773,-0.015589046,0.07441044,0.1045602,-0.018634869
"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",-0.12999427,0.21178146,-0.119384944,0.18618844,0.046406347,0.18240848,-0.12956429,-0.2200525,0.0041290033,-0.09116169,-0.020327704,-0.01737926,-0.29760835,-0.1174483,-0.17421223,0.11346036,-0.073691905,0.042121593,-0.037261594,-0.32107916,-0.13156402,0.029387368,-0.17238528,-0.06557727,-0.002909518,0.014536041,-0.033921447,0.16549844,0.005708844,0.09322778,0.22921558,-0.16539668,0.2282256,0.15009491,0.16045104,-0.089833654,0.018805232,0.05674562,-0.086496465,0.11829318
"Cry, the Beloved Country (1995)",-0.03400714,0.16731477,-0.13676584,0.032915875,-0.04923663,0.08299657,-0.12698011,-0.16650352,-0.08141032,0.0736972,-0.027302613,0.03253975,-0.021091556,0.10450176,0.08917208,0.076324746,-0.056633484,0.2699527,-0.19710147,-0.021050962,-0.21275927,0.011357451,-0.01745782,0.04126572,-0.15451734,0.1403068,-0.25586998,0.20613669,0.31251475,0.0658852,0.108169004,0.031363893,0.34752235,0.1894609,0.14092737,-0.2324399,-0.12901022,0.10985366,-0.17659244,0.22939937
Grease 2 (1982),0.11831517,0.064764604,0.09304091,-0.14547822,-0.17552352,-0.04421037,0.18206087,0.2941956,0.16388935,-0.22898427,-0.070046045,-0.0052621886,0.26314083,-0.3229159,0.020686148,-0.15653712,0.17475341,-0.10452665,0.08580913,-0.17244682,0.16939548,0.19426721,0.13203417,0.1876909,0.014465366,-0.16355255,0.048472118,-0.19324018,-0.088636525,-0.1782304,-0.072292954,0.05119499,-0.038856104,-0.007303382,-0.3520066,0.2888788,0.29348302,-0.2076599,0.0147716245,-0.179933
Houseguest (1994),0.0767904,0.061785914,-0.122540556,-0.06548635,-0.18723208,0.044407047,0.12141465,0.14775024,0.04827712,0.021095129,-0.08434802,-0.027321154,0.25251496,-0.014391021,-0.005857701,-0.17919989,0.045457408,-0.073007464,-0.015327929,-0.091382116,-0.11947426,0.11402619,0.04711698,0.12957583,0.007208496,-0.08276593,-0.04404823,-0.0014881454,-0.018960467,0.11525033,0.031561475,0.040582404,-0.025698507,-0.03741033,-0.072600886,-0.08561314,0.16211858,-0.07412597,-0.11043532,0.12119315
